Generation,TotalOrganisms,AverageFitness,FitnessVariance,SelectedGenes,NeutralGenes,NeutralDiversity,SelectedDiversity
442,1000,1.045133,0.001368,3000,7000,0.000000,0.000000
443,1000,1.046652,0.001363,3000,7000,0.000000,0.000000
444,1000,1.048352,0.001464,3000,7000,0.000000,0.000000
445,1000,1.047831,0.001490,3000,7000,0.000000,0.000000
446,1000,1.047229,0.001484,3000,7000,0.000000,0.000000
447,1000,1.046836,0.001430,3000,7000,0.000000,0.000000
448,1000,1.046989,0.001460,3000,7000,0.000000,0.000000
449,1000,1.047269,0.001478,3000,7000,0.000000,0.000000
450,1000,1.047655,0.001496,3000,7000,0.000000,0.000000
451,1000,1.046996,0.001520,3000,7000,0.000000,0.000000
452,1000,1.045819,0.001472,3000,7000,0.000000,0.000000
453,1000,1.045777,0.001466,3000,7000,0.000000,0.000000
454,1000,1.044840,0.001442,3000,7000,0.000000,0.000000
455,1000,1.044552,0.001443,3000,7000,0.000000,0.000000
456,1000,1.045184,0.001466,3000,7000,0.000000,0.000000
457,1000,1.046356,0.001574,3000,7000,0.000000,0.000000
458,1000,1.045458,0.001555,3000,7000,0.000000,0.000000
459,1000,1.045726,0.001537,3000,7000,0.000000,0.000000
460,1000,1.046143,0.001460,3000,7000,0.000000,0.000000
461,1000,1.045763,0.001480,3000,7000,0.000000,0.000000
462,1000,1.046784,0.001490,3000,7000,0.000000,0.000000
463,1000,1.046123,0.001491,3000,7000,0.000000,0.000000
464,1000,1.045634,0.001433,3000,7000,0.000000,0.000000
465,1000,1.046744,0.001439,3000,7000,0.000000,0.000000
466,1000,1.047562,0.001428,3000,7000,0.000000,0.000000
467,1000,1.046795,0.001383,3000,7000,0.000000,0.000000
468,1000,1.047134,0.001456,3000,7000,0.000000,0.000000
469,1000,1.049528,0.001556,3000,7000,0.000000,0.000000
470,1000,1.049805,0.001579,3000,7000,0.000000,0.000000
471,1000,1.049870,0.001580,3000,7000,0.000000,0.000000
472,1000,1.049347,0.001623,3000,7000,0.000000,0.000000
473,1000,1.050599,0.001702,3000,7000,0.000000,0.000000
474,1000,1.049448,0.001663,3000,7000,0.000000,0.000000
475,1000,1.050473,0.001640,3000,7000,0.000000,0.000000
476,1000,1.051899,0.001736,3000,7000,0.000000,0.000000
477,1000,1.052380,0.001765,3000,7000,0.000000,0.000000
478,1000,1.052129,0.001821,3000,7000,0.000000,0.000000
479,1000,1.050757,0.001769,3000,7000,0.000000,0.000000
480,1000,1.051526,0.001820,3000,7000,0.000000,0.000000
481,1000,1.051887,0.001741,3000,7000,0.000000,0.000000
482,1000,1.051180,0.001661,3000,7000,0.000000,0.000000
483,1000,1.052229,0.001577,3000,7000,0.000000,0.000000
484,1000,1.051866,0.001595,3000,7000,0.000000,0.000000
485,1000,1.052138,0.001562,3000,7000,0.000000,0.000000
486,1000,1.052136,0.001541,3000,7000,0.000000,0.000000
487,1000,1.051806,0.001609,3000,7000,0.000000,0.000000
488,1000,1.051725,0.001577,3000,7000,0.000000,0.000000
489,1000,1.052444,0.001557,3000,7000,0.000000,0.000000
490,1000,1.053510,0.001536,3000,7000,0.000000,0.000000
491,1000,1.054260,0.001568,3000,7000,0.000000,0.000000
492,1000,1.054866,0.001587,3000,7000,0.000000,0.000000
493,1000,1.052988,0.001515,3000,7000,0.000000,0.000000
494,1000,1.052408,0.001560,3000,7000,0.000000,0.000000
495,1000,1.051259,0.001527,3000,7000,0.000000,0.000000
496,1000,1.051927,0.001465,3000,7000,0.000000,0.000000
497,1000,1.051284,0.001432,3000,7000,0.000000,0.000000
498,1000,1.049943,0.001504,3000,7000,0.000000,0.000000
499,1000,1.049458,0.001532,3000,7000,0.000000,0.000000
500,1000,1.048863,0.001490,3000,7000,0.000000,0.000000
