Generation,TotalOrganisms,AverageFitness,FitnessVariance,SelectedGenes,NeutralGenes,NeutralDiversity,SelectedDiversity
448,1000,0.999864,0.000511,3000,7000,14.272370,14.792271
449,1000,0.999808,0.000504,3000,7000,14.276609,14.844173
450,1000,0.999655,0.000481,3000,7000,14.304389,14.850801
451,1000,0.999671,0.000471,3000,7000,14.261689,14.839985
452,1000,0.998837,0.000466,3000,7000,14.272681,14.853272
453,1000,0.998399,0.000463,3000,7000,14.226241,14.858403
454,1000,0.999136,0.000477,3000,7000,14.221148,14.864257
455,1000,0.999779,0.000479,3000,7000,14.229744,14.878274
456,1000,0.998699,0.000468,3000,7000,14.227720,14.829460
457,1000,0.998726,0.000446,3000,7000,14.258872,14.850864
458,1000,0.998711,0.000462,3000,7000,14.260862,14.914849
459,1000,0.999062,0.000457,3000,7000,14.244272,14.956119
460,1000,0.999572,0.000477,3000,7000,14.299199,14.957715
461,1000,0.999675,0.000492,3000,7000,14.254373,14.917601
462,1000,1.000274,0.000464,3000,7000,14.246651,14.961890
463,1000,0.999843,0.000482,3000,7000,14.272294,14.943840
464,1000,0.998965,0.000481,3000,7000,14.234281,14.858557
465,1000,0.999039,0.000487,3000,7000,14.248977,14.872246
466,1000,0.999578,0.000474,3000,7000,14.303025,14.869416
467,1000,0.999532,0.000468,3000,7000,14.291945,14.815848
468,1000,0.999415,0.000468,3000,7000,14.280481,14.794349
469,1000,0.999415,0.000492,3000,7000,14.276145,14.804686
470,1000,1.000062,0.000491,3000,7000,14.255029,14.790257
471,1000,0.999733,0.000506,3000,7000,14.228118,14.775141
472,1000,1.000034,0.000502,3000,7000,14.277585,14.829279
473,1000,1.000651,0.000497,3000,7000,14.295845,14.869184
474,1000,1.000192,0.000491,3000,7000,14.270760,14.851823
475,1000,0.999982,0.000507,3000,7000,14.274429,14.900405
476,1000,0.999444,0.000531,3000,7000,14.233382,14.894119
477,1000,0.999407,0.000535,3000,7000,14.260999,14.916100
478,1000,1.000104,0.000509,3000,7000,14.258369,14.951010
479,1000,0.999767,0.000527,3000,7000,14.280989,14.977584
480,1000,1.000111,0.000512,3000,7000,14.287404,15.012829
481,1000,1.000727,0.000522,3000,7000,14.281570,15.096586
482,1000,1.000311,0.000520,3000,7000,14.284443,15.084319
483,1000,1.000515,0.000507,3000,7000,14.273293,15.125490
484,1000,0.999703,0.000480,3000,7000,14.264109,15.095823
485,1000,1.000101,0.000491,3000,7000,14.293683,15.182126
486,1000,1.000364,0.000489,3000,7000,14.349017,15.218057
487,1000,1.000759,0.000487,3000,7000,14.372484,15.251194
488,1000,1.001229,0.000469,3000,7000,14.397737,15.308513
489,1000,1.002020,0.000471,3000,7000,14.432396,15.345034
490,1000,1.001684,0.000476,3000,7000,14.423544,15.288969
491,1000,1.001776,0.000441,3000,7000,14.395329,15.260520
492,1000,1.001648,0.000453,3000,7000,14.384762,15.227685
493,1000,1.002186,0.000435,3000,7000,14.383819,15.236374
494,1000,1.001552,0.000418,3000,7000,14.374880,15.195081
495,1000,1.001720,0.000428,3000,7000,14.373277,15.235043
496,1000,1.001449,0.000416,3000,7000,14.400831,15.189518
497,1000,1.002102,0.000440,3000,7000,14.400088,15.177285
498,1000,1.002473,0.000467,3000,7000,14.392416,15.159681
499,1000,1.002568,0.000483,3000,7000,14.411102,15.223504
500,1000,1.002387,0.000467,3000,7000,14.426188,15.255270
501,1000,1.002069,0.000496,3000,7000,14.399150,15.250545
502,1000,1.002610,0.000479,3000,7000,14.385121,15.285524
503,1000,1.002770,0.000472,3000,7000,14.378506,15.296058
504,1000,1.003353,0.000461,3000,7000,14.379769,15.325593
505,1000,1.004049,0.000477,3000,7000,14.365861,15.300049
506,1000,1.004107,0.000457,3000,7000,14.406933,15.348414
507,1000,1.003757,0.000481,3000,7000,14.392382,15.334709
508,1000,1.003633,0.000468,3000,7000,14.402228,15.313196
509,1000,1.003560,0.000467,3000,7000,14.459563,15.329067
510,1000,1.003317,0.000447,3000,7000,14.504982,15.304308
511,1000,1.003551,0.000452,3000,7000,14.504098,15.315855
512,1000,1.003571,0.000462,3000,7000,14.519910,15.350669
513,1000,1.003388,0.000481,3000,7000,14.480866,15.332054
514,1000,1.003270,0.000466,3000,7000,14.528767,15.367725
515,1000,1.003749,0.000442,3000,7000,14.561274,15.382956
516,1000,1.003947,0.000438,3000,7000,14.576265,15.351448
517,1000,1.003819,0.000435,3000,7000,14.537232,15.379849
518,1000,1.003957,0.000426,3000,7000,14.544135,15.408657
519,1000,1.003788,0.000409,3000,7000,14.575373,15.475508
520,1000,1.003802,0.000390,3000,7000,14.577279,15.553152
521,1000,1.003172,0.000390,3000,7000,14.603065,15.492384
522,1000,1.003647,0.000400,3000,7000,14.614816,15.505231
523,1000,1.003234,0.000410,3000,7000,14.554712,15.456228
524,1000,1.002707,0.000387,3000,7000,14.565870,15.442798
525,1000,1.003015,0.000414,3000,7000,14.581799,15.431139
526,1000,1.003384,0.000418,3000,7000,14.537822,15.401143
527,1000,1.003134,0.000425,3000,7000,14.591398,15.421133
528,1000,1.003348,0.000439,3000,7000,14.626753,15.421452
529,1000,1.003087,0.000440,3000,7000,14.614914,15.420600
530,1000,1.002730,0.000433,3000,7000,14.644874,15.403665
531,1000,1.001761,0.000433,3000,7000,14.637903,15.396468
532,1000,1.002152,0.000449,3000,7000,14.668943,15.425149
533,1000,1.002136,0.000446,3000,7000,14.695941,15.460744
534,1000,1.002347,0.000464,3000,7000,14.663680,15.495673
535,1000,1.001998,0.000476,3000,7000,14.685757,15.508218
536,1000,1.002103,0.000477,3000,7000,14.668020,15.505300
537,1000,1.002508,0.000501,3000,7000,14.685572,15.513666
538,1000,1.002622,0.000502,3000,7000,14.686380,15.512417
539,1000,1.002310,0.000484,3000,7000,14.706237,15.565322
540,1000,1.002209,0.000465,3000,7000,14.710712,15.594836
541,1000,1.002997,0.000491,3000,7000,14.717206,15.618592
542,1000,1.002452,0.000530,3000,7000,14.709575,15.599254
543,1000,1.002936,0.000538,3000,7000,14.673346,15.618588
544,1000,1.003900,0.000486,3000,7000,14.664525,15.635548
545,1000,1.004485,0.000485,3000,7000,14.698965,15.721097
546,1000,1.004457,0.000493,3000,7000,14.729686,15.723573
547,1000,1.004141,0.000498,3000,7000,14.678549,15.698798
548,1000,1.003872,0.000530,3000,7000,14.654413,15.690122
549,1000,1.004475,0.000497,3000,7000,14.670016,15.725545
550,1000,1.004860,0.000480,3000,7000,14.654246,15.697872
